name,allegiance,season,episode,location,killer,killers_house,method,death_no
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1951
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1952
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1953
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1954
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1955
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1956
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1957
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1958
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1959
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1960
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1961
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1962
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1963
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1964
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1965
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1966
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1967
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1968
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1969
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1970
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1971
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1972
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1973
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1974
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1975
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1976
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1977
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1978
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1979
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1980
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1981
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1982
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1983
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1984
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1985
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1986
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1987
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1988
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1989
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1990
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1991
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1992
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1993
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1994
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1995
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1996
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1997
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1998
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1999
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2000
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2001
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2002
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2003
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2004
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2005
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2006
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2007
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2008
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2009
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2010
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2011
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2012
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2013
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2014
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2015
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2016
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2017
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2018
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2019
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2020
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2021
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2022
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2023
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2024
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2025
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2026
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2027
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2028
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2029
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2030
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2031
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Sword,2032
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Axe,2033
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2034
Lannister soldier,House Lannister,8,5,King's Landing,Jon Snow,House Stark,Sword,2035
Lannister soldier,House Lannister,8,5,King's Landing,Jon Snow,House Stark,Sword,2036
Lannister soldier,House Lannister,8,5,King's Landing,Jon Snow,House Stark,Sword,2037
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Axe,2038
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Axe,2039
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2040
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2041
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2042
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2043
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2044
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2045
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Sword,2046
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Sword,2047
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Sword,2048
Lannister soldier,House Lannister,8,5,King's Landing,Stark Soldier,House Stark,Axe,2049
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2050
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2051
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2052
Lannister soldier,House Lannister,8,5,King's Landing,Grey Worm,House Targaryen,Spear,2053
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2054
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2055
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2056
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2057
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2058
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2059
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2060
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2061
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2062
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2063
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2064
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2065
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2066
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2067
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2068
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2069
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2070
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2071
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2072
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2073
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2074
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2075
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2076
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2077
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2078
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2079
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2080
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2081
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2082
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2083
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2084
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2085
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2086
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2087
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2088
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2089
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2090
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2091
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2092
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2093
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2094
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2095
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2096
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2097
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2098
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2099
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2100
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2101
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2102
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2103
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2104
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2105
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2106
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2107
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2108
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2109
King's Landing Citizen,None,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),2110
